T_s,T_over_P,safe,cond_phi_rv,dv1_m_s,dv2_m_s,dv_total_m_s,closure_error_m
4105.000000,0.73915695,True,1.820390e+01,0.112922,0.117912,0.230834,5.684e-14
4110.000000,0.74005727,True,1.821294e+01,0.112551,0.117558,0.230109,4.263e-14
4115.000000,0.74095758,True,1.822244e+01,0.112183,0.117205,0.229388,4.263e-14
4120.000000,0.74185789,True,1.823241e+01,0.111816,0.116854,0.228669,1.421e-14
4125.000000,0.74275821,True,1.824285e+01,0.111450,0.116504,0.227954,2.842e-14
4130.000000,0.74365852,True,1.825376e+01,0.111086,0.116156,0.227242,2.842e-14
4135.000000,0.74455883,True,1.826513e+01,0.110724,0.115809,0.226533,2.842e-14
4140.000000,0.74545914,True,1.827698e+01,0.110363,0.115464,0.225827,2.842e-14
4145.000000,0.74635946,True,1.828930e+01,0.110003,0.115120,0.225124,5.684e-14
4150.000000,0.74725977,True,1.830209e+01,0.109645,0.114778,0.224424,1.421e-14
4155.000000,0.74816008,True,1.831536e+01,0.109289,0.114438,0.223727,4.263e-14
4160.000000,0.74906040,True,1.832910e+01,0.108934,0.114099,0.223033,1.421e-14
4165.000000,0.74996071,True,1.834332e+01,0.108580,0.113762,0.222342,1.421e-14
4170.000000,0.75086102,True,1.835801e+01,0.108229,0.113426,0.221654,7.105e-14
4175.000000,0.75176134,True,1.837319e+01,0.107878,0.113091,0.220970,8.527e-14
4180.000000,0.75266165,True,1.838884e+01,0.107529,0.112759,0.220288,4.263e-14
4185.000000,0.75356196,True,1.840498e+01,0.107182,0.112428,0.219609,4.263e-14
4190.000000,0.75446227,True,1.842159e+01,0.106836,0.112098,0.218934,5.684e-14
4195.000000,0.75536259,True,1.843870e+01,0.106492,0.111770,0.218262,0.000e+00
4200.000000,0.75626290,True,1.845629e+01,0.106149,0.111443,0.217592,1.421e-14
4205.000000,0.75716321,True,1.847437e+01,0.105808,0.111118,0.216926,4.263e-14
4210.000000,0.75806353,True,1.849294e+01,0.105468,0.110795,0.216263,0.000e+00
4215.000000,0.75896384,True,1.851200e+01,0.105130,0.110473,0.215603,4.263e-14
4220.000000,0.75986415,True,1.853156e+01,0.104793,0.110153,0.214946,2.842e-14
4225.000000,0.76076447,True,1.855162e+01,0.104458,0.109834,0.214292,7.105e-14
4230.000000,0.76166478,True,1.857217e+01,0.104125,0.109517,0.213641,4.263e-14
4235.000000,0.76256509,True,1.859323e+01,0.103793,0.109201,0.212994,5.684e-14
4240.000000,0.76346540,True,1.861479e+01,0.103462,0.108887,0.212349,2.842e-14
4245.000000,0.76436572,True,1.863686e+01,0.103133,0.108575,0.211708,9.948e-14
4250.000000,0.76526603,True,1.865944e+01,0.102806,0.108264,0.211069,2.843e-14
4255.000000,0.76616634,True,1.868253e+01,0.102480,0.107954,0.210434,1.563e-13
4260.000000,0.76706666,True,1.870613e+01,0.102156,0.107647,0.209802,7.105e-14
4265.000000,0.76796697,True,1.873025e+01,0.101833,0.107340,0.209173,2.842e-14
4270.000000,0.76886728,True,1.875489e+01,0.101512,0.107036,0.208548,4.263e-14
4275.000000,0.76976760,True,1.878006e+01,0.101192,0.106733,0.207925,4.263e-14
4280.000000,0.77066791,True,1.880575e+01,0.100874,0.106431,0.207306,4.263e-14
4285.000000,0.77156822,True,1.883198e+01,0.100558,0.106131,0.206689,2.842e-14
4290.000000,0.77246853,True,1.885873e+01,0.100243,0.105833,0.206076,2.844e-14
4295.000000,0.77336885,True,1.888603e+01,0.099930,0.105537,0.205466,4.263e-14
4300.000000,0.77426916,True,1.891386e+01,0.099618,0.105241,0.204860,4.264e-14
4305.000000,0.77516947,True,1.894224e+01,0.099308,0.104948,0.204256,4.263e-14
4310.000000,0.77606979,True,1.897116e+01,0.099000,0.104656,0.203656,8.527e-14
4315.000000,0.77697010,True,1.900064e+01,0.098693,0.104366,0.203059,7.105e-14
4320.000000,0.77787041,True,1.903067e+01,0.098388,0.104077,0.202465,5.684e-14
4325.000000,0.77877072,True,1.906126e+01,0.098084,0.103791,0.201875,2.842e-14
4330.000000,0.77967104,True,1.909242e+01,0.097782,0.103505,0.201287,4.264e-14
4335.000000,0.78057135,True,1.912414e+01,0.097482,0.103222,0.200703,2.842e-14
4340.000000,0.78147166,True,1.915643e+01,0.097183,0.102939,0.200123,2.842e-14
4345.000000,0.78237198,True,1.918930e+01,0.096886,0.102659,0.199545,8.527e-14
4350.000000,0.78327229,True,1.922276e+01,0.096591,0.102380,0.198971,1.421e-13
4355.000000,0.78417260,True,1.925679e+01,0.096297,0.102103,0.198400,1.421e-14
4360.000000,0.78507292,True,1.929142e+01,0.096005,0.101828,0.197833,1.421e-13
4365.000000,0.78597323,True,1.932665e+01,0.095714,0.101554,0.197269,1.137e-13
4370.000000,0.78687354,True,1.936247e+01,0.095426,0.101282,0.196708,1.421e-13
4375.000000,0.78777385,True,1.939890e+01,0.095139,0.101012,0.196151,9.948e-14
4380.000000,0.78867417,True,1.943594e+01,0.094853,0.100743,0.195597,1.421e-14
4385.000000,0.78957448,True,1.947359e+01,0.094570,0.100476,0.195046,8.882e-16
4390.000000,0.79047479,True,1.951187e+01,0.094288,0.100211,0.194499,1.563e-13
4395.000000,0.79137511,True,1.955077e+01,0.094008,0.099947,0.193955,2.844e-14
4400.000000,0.79227542,True,1.959031e+01,0.093730,0.099686,0.193415,1.421e-14
4405.000000,0.79317573,True,1.963049e+01,0.093453,0.099426,0.192878,7.105e-14
4410.000000,0.79407605,True,1.967131e+01,0.093178,0.099167,0.192345,5.684e-14
4415.000000,0.79497636,True,1.971278e+01,0.092905,0.098911,0.191816,1.421e-14
4420.000000,0.79587667,True,1.975491e+01,0.092634,0.098656,0.191289,1.421e-14
4425.000000,0.79677698,True,1.979770e+01,0.092364,0.098403,0.190767,2.848e-14
4430.000000,0.79767730,True,1.984116e+01,0.092096,0.098152,0.190248,2.842e-14
4435.000000,0.79857761,True,1.988530e+01,0.091830,0.097902,0.189732,2.132e-14
4440.000000,0.79947792,True,1.993012e+01,0.091566,0.097654,0.189221,1.421e-14
4445.000000,0.80037824,True,1.997564e+01,0.091304,0.097409,0.188713,1.350e-13
4450.000000,0.80127855,True,2.002185e+01,0.091044,0.097164,0.188208,7.818e-14
4455.000000,0.80217886,True,2.006877e+01,0.090785,0.096922,0.187707,4.974e-14
4460.000000,0.80307918,True,2.011640e+01,0.090528,0.096682,0.187210,0.000e+00
4465.000000,0.80397949,True,2.016475e+01,0.090274,0.096443,0.186717,1.421e-14
4470.000000,0.80487980,True,2.021383e+01,0.090021,0.096207,0.186228,9.948e-14
4475.000000,0.80578011,True,2.026364e+01,0.089770,0.095972,0.185742,4.974e-14
4480.000000,0.80668043,True,2.031420e+01,0.089521,0.095739,0.185260,1.421e-14
4485.000000,0.80758074,True,2.036552e+01,0.089274,0.095508,0.184782,2.132e-14
4490.000000,0.80848105,True,2.041759e+01,0.089029,0.095279,0.184308,1.421e-14
4495.000000,0.80938137,True,2.047044e+01,0.088786,0.095052,0.183838,2.842e-14
4500.000000,0.81028168,True,2.052406e+01,0.088545,0.094827,0.183371,4.977e-14
4505.000000,0.81118199,True,2.057847e+01,0.088305,0.094604,0.182909,2.842e-14
4510.000000,0.81208231,True,2.063369e+01,0.088068,0.094382,0.182451,7.105e-14
4515.000000,0.81298262,True,2.068970e+01,0.087833,0.094163,0.181996,1.421e-14
4520.000000,0.81388293,True,2.074654e+01,0.087600,0.093946,0.181546,9.948e-14
4525.000000,0.81478324,True,2.080420e+01,0.087370,0.093731,0.181100,4.263e-14
4530.000000,0.81568356,True,2.086270e+01,0.087141,0.093517,0.180658,9.237e-14
4535.000000,0.81658387,True,2.092205e+01,0.086914,0.093306,0.180220,1.350e-13
4540.000000,0.81748418,True,2.098225e+01,0.086690,0.093097,0.179787,2.842e-14
4545.000000,0.81838450,True,2.104333e+01,0.086467,0.092890,0.179357,1.066e-13
4550.000000,0.81928481,True,2.110528e+01,0.086247,0.092685,0.178932,4.974e-14
4555.000000,0.82018512,True,2.116813e+01,0.086029,0.092482,0.178512,2.132e-14
4560.000000,0.82108543,True,2.123188e+01,0.085813,0.092282,0.178095,8.527e-14
4565.000000,0.82198575,True,2.129654e+01,0.085600,0.092083,0.177683,4.974e-14
4570.000000,0.82288606,True,2.136214e+01,0.085389,0.091887,0.177276,5.684e-14
4575.000000,0.82378637,True,2.142867e+01,0.085180,0.091693,0.176873,7.324e-15
4580.000000,0.82468669,True,2.149615e+01,0.084973,0.091501,0.176474,2.842e-14
4585.000000,0.82558700,True,2.156461e+01,0.084769,0.091311,0.176081,7.105e-15
4590.000000,0.82648731,True,2.163403e+01,0.084567,0.091124,0.175691,1.350e-13
4595.000000,0.82738763,True,2.170446e+01,0.084368,0.090939,0.175307,1.563e-13
4600.000000,0.82828794,True,2.177588e+01,0.084171,0.090756,0.174927,7.324e-15
4605.000000,0.82918825,True,2.184833e+01,0.083976,0.090576,0.174552,8.527e-14
4610.000000,0.83008856,True,2.192182e+01,0.083784,0.090398,0.174182,6.395e-14
4615.000000,0.83098888,True,2.199635e+01,0.083594,0.090222,0.173816,7.105e-15
4620.000000,0.83188919,True,2.207195e+01,0.083407,0.090049,0.173456,2.132e-14
4625.000000,0.83278950,True,2.214863e+01,0.083223,0.089878,0.173101,1.776e-15
4630.000000,0.83368982,True,2.222640e+01,0.083041,0.089709,0.172750,2.139e-14
4635.000000,0.83459013,True,2.230529e+01,0.082862,0.089543,0.172405,2.842e-14
4640.000000,0.83549044,True,2.238531e+01,0.082685,0.089380,0.172065,9.948e-14
4645.000000,0.83639076,True,2.246648e+01,0.082511,0.089219,0.171730,9.948e-14
4650.000000,0.83729107,True,2.254880e+01,0.082340,0.089061,0.171401,1.776e-15
4655.000000,0.83819138,True,2.263231e+01,0.082171,0.088905,0.171076,9.948e-14
4660.000000,0.83909169,True,2.271702e+01,0.082006,0.088752,0.170758,6.397e-14
4665.000000,0.83999201,True,2.280295e+01,0.081843,0.088602,0.170444,5.684e-14
4670.000000,0.84089232,True,2.289012e+01,0.081683,0.088454,0.170137,1.421e-13
4675.000000,0.84179263,True,2.297855e+01,0.081526,0.088309,0.169835,9.237e-14
4680.000000,0.84269295,True,2.306825e+01,0.081372,0.088167,0.169538,1.066e-13
4685.000000,0.84359326,True,2.315925e+01,0.081221,0.088027,0.169248,9.237e-14
4690.000000,0.84449357,True,2.325157e+01,0.081072,0.087890,0.168963,2.842e-14
4695.000000,0.84539389,True,2.334523e+01,0.080927,0.087757,0.168684,2.061e-13
4700.000000,0.84629420,True,2.344025e+01,0.080786,0.087626,0.168411,1.066e-13
4705.000000,0.84719451,True,2.353666e+01,0.080647,0.087498,0.168145,1.066e-13
4710.000000,0.84809482,True,2.363448e+01,0.080511,0.087373,0.167884,7.824e-14
4715.000000,0.84899514,True,2.373373e+01,0.080379,0.087251,0.167630,7.105e-14
4720.000000,0.84989545,True,2.383444e+01,0.080250,0.087132,0.167382,1.918e-13
4725.000000,0.85079576,True,2.393663e+01,0.080124,0.087017,0.167141,1.634e-13
4730.000000,0.85169608,True,2.404032e+01,0.080002,0.086904,0.166906,1.066e-13
4735.000000,0.85259639,True,2.414555e+01,0.079883,0.086795,0.166678,0.000e+00
4740.000000,0.85349670,True,2.425234e+01,0.079768,0.086688,0.166456,1.137e-13
4745.000000,0.85439702,True,2.436072e+01,0.079656,0.086586,0.166242,1.137e-13
4750.000000,0.85529733,True,2.447072e+01,0.079548,0.086486,0.166034,0.000e+00
4755.000000,0.85619764,True,2.458236e+01,0.079443,0.086390,0.165833,1.137e-13
4760.000000,0.85709795,True,2.469567e+01,0.079342,0.086297,0.165640,0.000e+00
4765.000000,0.85799827,True,2.481069e+01,0.079245,0.086208,0.165454,0.000e+00
4770.000000,0.85889858,True,2.492745e+01,0.079152,0.086122,0.165275,3.553e-15
4775.000000,0.85979889,True,2.504598e+01,0.079063,0.086040,0.165103,0.000e+00
4780.000000,0.86069921,True,2.516631e+01,0.078978,0.085962,0.164940,1.137e-13
4785.000000,0.86159952,True,2.528847e+01,0.078896,0.085887,0.164784,1.137e-13
4790.000000,0.86249983,True,2.541251e+01,0.078819,0.085816,0.164636,0.000e+00
4795.000000,0.86340014,True,2.553845e+01,0.078746,0.085749,0.164496,0.000e+00
4800.000000,0.86430046,True,2.566634e+01,0.078678,0.085686,0.164364,2.274e-13
4805.000000,0.86520077,True,2.579620e+01,0.078613,0.085627,0.164240,7.105e-15
4810.000000,0.86610108,True,2.592809e+01,0.078553,0.085572,0.164125,3.553e-15
4815.000000,0.86700140,True,2.606203e+01,0.078497,0.085521,0.164018,1.137e-13
4820.000000,0.86790171,True,2.619808e+01,0.078446,0.085474,0.163921,0.000e+00
4825.000000,0.86880202,True,2.633627e+01,0.078400,0.085432,0.163832,5.024e-15
4830.000000,0.86970234,True,2.647664e+01,0.078358,0.085393,0.163752,3.553e-15
4835.000000,0.87060265,True,2.661924e+01,0.078321,0.085359,0.163681,0.000e+00
4840.000000,0.87150296,True,2.676412e+01,0.078289,0.085330,0.163620,0.000e+00
4845.000000,0.87240327,True,2.691132e+01,0.078262,0.085305,0.163568,1.137e-13
4850.000000,0.87330359,True,2.706089e+01,0.078240,0.085285,0.163526,3.553e-15
4855.000000,0.87420390,True,2.721289e+01,0.078224,0.085270,0.163493,1.137e-13
4860.000000,0.87510421,True,2.736735e+01,0.078212,0.085259,0.163471,0.000e+00
4865.000000,0.87600453,True,2.752434e+01,0.078206,0.085254,0.163459,3.553e-15
4870.000000,0.87690484,True,2.768391e+01,0.078205,0.085253,0.163458,1.137e-13
4875.000000,0.87780515,True,2.784611e+01,0.078210,0.085257,0.163467,0.000e+00
4880.000000,0.87870547,True,2.801101e+01,0.078221,0.085267,0.163488,1.137e-13
4885.000000,0.87960578,True,2.817865e+01,0.078237,0.085282,0.163519,0.000e+00
4890.000000,0.88050609,True,2.834911e+01,0.078259,0.085303,0.163562,3.553e-15
4895.000000,0.88140640,True,2.852245e+01,0.078288,0.085329,0.163616,1.137e-13
4900.000000,0.88230672,True,2.869872e+01,0.078322,0.085360,0.163682,3.553e-15
4905.000000,0.88320703,True,2.887801e+01,0.078363,0.085398,0.163761,1.137e-13
4910.000000,0.88410734,True,2.906037e+01,0.078410,0.085441,0.163851,0.000e+00
4915.000000,0.88500766,True,2.924588e+01,0.078464,0.085490,0.163954,0.000e+00
4920.000000,0.88590797,True,2.943461e+01,0.078524,0.085546,0.164070,1.137e-13
4925.000000,0.88680828,True,2.962663e+01,0.078592,0.085608,0.164199,3.553e-15
4930.000000,0.88770860,True,2.982203e+01,0.078666,0.085676,0.164342,1.137e-13
4935.000000,0.88860891,True,3.002089e+01,0.078747,0.085751,0.164498,1.137e-13
4940.000000,0.88950922,True,3.022329e+01,0.078836,0.085832,0.164668,1.137e-13
4945.000000,0.89040953,True,3.042931e+01,0.078932,0.085920,0.164853,0.000e+00
4950.000000,0.89130985,True,3.063905e+01,0.079036,0.086016,0.165052,1.137e-13
4955.000000,0.89221016,True,3.085260e+01,0.079148,0.086118,0.165266,1.137e-13
4960.000000,0.89311047,True,3.107005e+01,0.079267,0.086228,0.165496,1.137e-13
4965.000000,0.89401079,True,3.129150e+01,0.079395,0.086346,0.165741,1.137e-13
4970.000000,0.89491110,True,3.151705e+01,0.079531,0.086471,0.166002,1.137e-13
4975.000000,0.89581141,True,3.174681e+01,0.079676,0.086604,0.166280,0.000e+00
4980.000000,0.89671172,True,3.198089e+01,0.079829,0.086745,0.166575,3.553e-15
4985.000000,0.89761204,True,3.221940e+01,0.079992,0.086895,0.166886,1.137e-13
4990.000000,0.89851235,True,3.246246e+01,0.080163,0.087053,0.167216,0.000e+00
4995.000000,0.89941266,True,3.271018e+01,0.080344,0.087219,0.167564,0.000e+00
5000.000000,0.90031298,True,3.296270e+01,0.080535,0.087395,0.167930,1.137e-13
5005.000000,0.90121329,True,3.322015e+01,0.080736,0.087580,0.168315,1.138e-13
5010.000000,0.90211360,True,3.348265e+01,0.080946,0.087774,0.168720,3.553e-15
5015.000000,0.90301392,True,3.375036e+01,0.081167,0.087978,0.169145,1.137e-13
5020.000000,0.90391423,True,3.402341e+01,0.081399,0.088192,0.169591,2.274e-13
5025.000000,0.90481454,True,3.430195e+01,0.081642,0.088416,0.170058,1.137e-13
5030.000000,0.90571485,True,3.458615e+01,0.081896,0.088650,0.170546,1.137e-13
5035.000000,0.90661517,True,3.487616e+01,0.082161,0.088896,0.171057,0.000e+00
5040.000000,0.90751548,True,3.517216e+01,0.082438,0.089152,0.171590,0.000e+00
5045.000000,0.90841579,True,3.547431e+01,0.082728,0.089420,0.172148,0.000e+00
5050.000000,0.90931611,True,3.578281e+01,0.083030,0.089699,0.172729,3.553e-15
5055.000000,0.91021642,True,3.609784e+01,0.083345,0.089991,0.173335,1.137e-13
5060.000000,0.91111673,True,3.641961e+01,0.083673,0.090295,0.173967,0.000e+00
5065.000000,0.91201705,True,3.674830e+01,0.084014,0.090611,0.174625,1.776e-15
5070.000000,0.91291736,True,3.708415e+01,0.084370,0.090941,0.175311,1.138e-13
5075.000000,0.91381767,True,3.742738e+01,0.084740,0.091284,0.176024,0.000e+00
5080.000000,0.91471798,True,3.777821e+01,0.085125,0.091642,0.176766,1.137e-13
5085.000000,0.91561830,True,3.813688e+01,0.085525,0.092013,0.177538,3.972e-15
5090.000000,0.91651861,True,3.850367e+01,0.085940,0.092400,0.178340,0.000e+00
5095.000000,0.91741892,True,3.887882e+01,0.086372,0.092802,0.179174,1.137e-13
5100.000000,0.91831924,True,3.926261e+01,0.086821,0.093219,0.180040,0.000e+00
